వాటికి	3092
కావలసిన	3090
మను	3090
అగ్ని	3087
కలిగింది	3085
ఎదురు	3080
ప్రస్తుతం	3079
అమ్మా	3078
ప్రజలకు	3078
వుంటాయి	3075
పెట్టుబడి	3071
పట్టుకుని	3069
వచ్చు	3069
చివరి	3064
నిజానికి	3064
పిల్లల	3059
సంస్కృత	3059
ఉన్నా	3058
సామాన్య	3054
కాలేదు	3053
వున్నాడు	3052
రూపం	3052
రకాల	3050
పోలీసు	3049
యుద్ధం	3047
చూడు	3046
కాదని	3039
ప్రాంతంలో	3038
సాయంత్రం	3036
అడుగు	3033
పొందిన	3025
లేరు	3016
జ్ఞానం	3006
ముల	3005
కావు	3002
గ్రామ	3000
ఇచ్చి	2997
మిమ్మల్ని	2990
అక్కడే	2988
అవగాహన	2982
ఇవన్నీ	2980
తమకు	2980
పెట్టుబడిదారీ	2980
భాగము	2980
తెచ్చి	2972
దా	2972
సంస్థ	2964
రావడం	2950
రంగు	2948
జరిగే	2946
నాడు	2942
గదిలో	2932
మానవుడు	2924
బాధ్యత	2923
మార్చి	2920
మధ్యలో	2920
వచ్చును	2920
నాతో	2919
ఆవిడ	2917
లాభం	2913
ప్రముఖ	2913
సంఘం	2909
ఎటువంటి	2907
గుర్తు	2900
మార్గం	2899
నము	2895
దృష్టి	2886
సాధన	2884
పుట్టిన	2882
టీ	2879
మూల	2876
చేస్తున్న	2874
మందు	2874
రేపు	2865
అన్నం	2859
సర్వ	2854
ఉంటాడు	2854
వేల	2853
కావచ్చు	2847
హిందూ	2847
జీవితాన్ని	2846
వాటిలో	2835
తెలిసిన	2832
అయిదు	2825
వుంటారు	2818
చాలామంది	2815
ఉద్యమం	2810
వ్యవసాయ	2809
సాధారణ	2808
నొక	2803
సై	2788
కాగా	2786
యం	2786
ఉండటం	2784
పరమ	2782
వానికి	2780
తప్పదు	2777
కృష్ణుడు	2774
చేరి	2770
రోజూ	2767
లక్షల	2767
లై	2767
ముఖ్యమైన	2764
వాడికి	2760
అభిప్రాయం	2758
కనిపిస్తుంది	2757
కుటుంబ	2755
దేవుడు	2749
కారణంగా	2738
చదివి	2732
ఇంగ్లీషు	2730
అన్నా	2730
రెండూ	2716
అమలు	2714
వలె	2710
మగు	2706
కలుగుతుంది	2700
ప్రచారం	2700
కష్టం	2699
వ్యతిరేకంగా	2699
అలవాటు	2698
విజయం	2697
దగ్గరికి	2696
గుండె	2695
మార్పులు	2694
ఎదురుగా	2694
విషయ	2694
చక్కని	2693
తనని	2691
దానితో	2691
ఆలోచనలు	2690
చూడండి	2689
వుండాలి	2689
యెడల	2686
ప్రయాణం	2685
ఒక్కొక్క	2685
కింది	2677
బి	2677
నేల	2675
కవిత్వం	2674
ఇంతలో	2673
భావం	2672
విణ	2665
ఊ	2653
అర్ధం	2650
దశలో	2650
మిగతా	2642
కవితా	2642
జాగ్రత్తగా	2642
ఐదు	2641
యో	2638
బా	2636
యను	2633
వేగంగా	2631
కథా	2631
సుమారు	2631
మూడవ	2630
అదనపు	2630
జవాబు	2626
సంగీత	2624
సాధారణంగా	2619
వుండదు	2617
యొక	2612
తరవాత	2609
వుండి	2608
ఆది	2606
గది	2604
తెలిసి	2601
తానే	2600
అందుచేత	2599
చారిత్రక	2594
వెళ్ళాడు	2593
ఖర్చు	2588
నెమ్మదిగా	2579
సంస్కృతి	2575
భౌతిక	2571
అగు	2569
అందరి	2564
చెప్పడం	2563
పాటలు	2563
అప్పటికే	2556
నాటికి	2554
చున్నది	2554
గొంతు	2553
కేంద్ర	2553
అనిపించింది	2552
చేయి	2550
గురించిన	2548
నేటి	2547
అప్పటి	2544
స్థితి	2544
వస్తువులు	2544
నందు	2540
తనకి	2537
సకల	2537
పడింది	2533
బదులు	2533
వాళ్ల	2528
సాహిత్యంలో	2528
గురువు	2522
హైదరాబాద్	2518
పక్కన	2516
ఇటు	2515
భావ	2510
త్వరగా	2509
రాదు	2506
పర	2501
విజ్ఞాన	2495
ఎలాంటి	2494
ప్రపంచం	2489
కలసి	2485
తెలుస్తుంది	2481
నాటకం	2481
నోరు	2480
మామూలు	2475
పేర్లు	2473
జీవన	2470
చీకటి	2468
అప్పటికి	2460
చేస్తున్నారు	2457
ఉత్తర	2455
యింకా	2455
ఈనాడు	2449
దృష్టిలో	2445
చేసినా	2438
విద్యార్థులు	2438
కాలము	2437
కొద్ది	2434
చూసిన	2429
గలదు	2429
కమ్యూనిస్టు	2425
నిజమైన	2424
చెప్పాను	2422
చెప్పండి	2415
వివాహం	2413
ఎవరైనా	2411
రాముడు	2411
ఇతని	2410
యిది	2404
జ్ఞానము	2403
నాయకుడు	2401
తూర్పు	2400
తెలియని	2398
నిద్ర	2391
నిజమే	2391
గ్రహించి	2386
రూపాయలు	2379
ప్రజా	2376
మె	2371
పూర్వం	2371
దక్షిణ	2367
సంవత్సరాలు	2366
అధిక	2365
వుండేది	2364
అనుకున్నాడు	2364
చేసుకుని	2363
నవి	2355
సంబంధించి	2354
ఆతని	2354
ఏడు	2353
ములను	2353
నవ్వాడు	2351
వివరాలు	2349
ఆనందం	2340
పుస్తకాలు	2338
ఒకటే	2334
ఉత్తమ	2333
పోరాటం	2333
చేసుకొని	2329
గుంటూరు	2328
పోయాడు	2327
బట్టలు	2325
చేయటం	2325
జానపద	2325
ఒకవేళ	2324
ఆహారం	2323
మద్రాసు	2323
చెప్పే	2320
కొంతమంది	2313
పట్టుకొని	2312
మునకు	2312
అక్కడికి	2311
కవులు	2305
సలహా	2304
పటేల్	2302
రాజ	2300
దై	2293
మొదలై	2291
ప్రాణం	2290
పోచూ	2282
అందమైన	2280
అందుకని	2279
పట్టు	2278
మంత్రి	2276
కొండ	2271
కలవు	2270
సాంకేతిక	2260
అధికారం	2259
మొహం	2258
రకరకాల	2256
షాడో	2254
వెలుగు	2251
మనుషులు	2251
పిమ్మట	2251
అండ్	2248
పత్రికలు	2242
అధికార	2236
మనకి	2229
నాయకులు	2229
చోటు	2227
చేస్తాడు	2227
కుటుంబం	2226
అధ్యయనం	2226
ఆట	2225
సంఘ	2223
సగం	2222
కన్న	2220
విడిచి	2218
దూరంలో	2218
కూర్చున్నాడు	2217
పోయిన	2213
అంతకు	2211
సూర్యుడు	2211
నెల	2209
కాల	2209
పోలీసులు	2205
ఇరవై	2204
సాంస్కృతిక	2203
వీటి	2197
తేడా	2196
ఈమె	2196
జ్ఞాన	2196
ఎవరికి	2195
ధర్మ	2195
ప్రశ్నలు	2195
నిర్మాణం	2188
ఒకడు	2186
దశ	2181
పదము	2179
వీరికి	2174
యున్నది	2174
ఉండడం	2172
ఆంధ్రప్రదేశ్	2170
తక్కిన	2170
పెట్టిన	2165
బాబూ	2163
ఉత్తరం	2161
సంబంధాలు	2161
సరైన	2160
క్రితం	2154
చోట	2148
పెరిగింది	2148
మేలు	2147
విధమైన	2146
కళ్లు	2145
తెలుసా	2141
ఒక్కసారి	2139
అంటాడు	2139
సందర్భంలో	2138
ప్రథమ	2138
పదం	2137
మెల్లగా	2133
రావు	2132
అదీ	2132
చేయుట	2131
తెలంగాణా	2129
రాసి	2126
ఏర్పడింది	2126
కనిపించింది	2125
కావాలని	2124
స్వతంత్ర	2124
అవ	2122
వారం	2121
రము	2118
క్షణం	2116
కాఫీ	2115
ముగ	2115
రచయితలు	2113
కలుగును	2112
వదిలి	2108
ఎనిమిది	2106
పదాలు	2099
హా	2099
తప్పక	2097
అతనిని	2089
వాళ్ళకి	2088
విషయాలను	2087
ఏమైనా	2086
అందంగా	2086
దానిలో	2086
ధరించి	2084
ఎక్కడో	2083
ప్రధానంగా	2082
స్నానం	2081
పెట్టాడు	2081
ప్రయోజనం	2079
మఱియు	2077
భగవంతుని	2074
వెనక	2073
ఫలితంగా	2073
అడవి	2072
నవ్వు	2070
పనికి	2064
పెద్దగా	2064
ఏదీ	2064
తప్పకుండా	2063
హాయిగా	2063
ధైర్యం	2062
ప్రమాదం	2061
యుండును	2061
దాంతో	2060
చేయ	2054
ధర్మం	2052
తిని	2046
బ్రిటిష్	2046
చిత్రం	2045
మౌనంగా	2043
జనాభా	2043
నవలా	2042
జిల్లాలో	2041
దాటి	2040
పూర్వ	2040
ఇండియా	2040
చట్టం	2030
భావము	2029
వస్తున్న	2028
మతం	2028
కావడం	2027
అనుభవం	2026
రోజుల	2024
అవసరమైన	2024
సమస్యలు	2024
నీతి	2017
కాలు	2017
కర్మలు	2016
వున్నది	2015
గూడా	2014
రాజా	2013
తెలిసింది	2012
రాజ్యం	2012
ముఖ్యముగా	2009
గురు	2007
చెప్పాలి	2006
తెలీదు	2006
ఉండు	2003
మాత్రము	1996
ఎవరికీ	1995
దగ్గరగా	1995
సాధ్యం	1991
అంచనా	1991
వంట	1988
ఆసక్తి	1987
దేవతలు	1987
రంగంలో	1986
వేసిన	1983
అందువలన	1980
కలిగే	1978
సంఘటన	1970
సంధి	1970
మనలో	1969
ఉందని	1969
స్థానం	1967
పిల్లలకు	1966
సృష్టి	1965
ధ్వని	1964
చూడగానే	1961
ఫలితం	1960
ఉండగా	1960
ఆశ	1956
ఆకలి	1953
నుంచీ	1952
సారి	1951
సుబ్బారావు	1949
తీవ్రంగా	1948
భావించి	1948
పో	1948
గ్రామంలో	1948
నికి	1947
బోధన	1947
ఏర్పడిన	1946
కొత్తగా	1944
హక్కు	1944
ఒకప్పుడు	1943
నించి	1942
దిగి	1942
గ్రామం	1942
నుండును	1942
ఆనాటి	1940
సంగీతం	1939
ముగ్గురు	1939
ఉదాహరణకు	1933
ప్రాంతం	1932
చైనా	1931
వారితో	1929
బలంగా	1928
శిక్షణ	1927
శక్తిని	1927
ఆధారంగా	1927
హృదయం	1923
రామ	1922
విద్యార్థి	1922
మించి	1918
కుమారుడు	1917
నిన్న	1915
ప్రాథమిక	1914
అట్లు	1914
గౌరవం	1913
సహజ	1913
శబ్దం	1912
పోతే	1911
చెయ్యాలి	1911
స్థితిలో	1910
బహుశా	1910
సమాజ	1910
గంటలు	1906
నారాయణ	1906
మమ్మల్ని	1903
కంపెనీ	1903
ననుసరించి	1902
యజమాని	1901
చరిత్రలో	1899
అనుమానం	1895
భూమిని	1894
నో	1893
ఎం	1892
ములో	1892
ఇందుకు	1892
సమస్త	1887
పొంది	1886
ఊరు	1885
రాగానే	1881
ఉప	1881
వచన	1878
పురుష	1877
విశ్వాసం	1876
వాళ్ళకు	1876
పాశ్చాత్య	1872
శాఖ	1872
సే	1871
సభ	1871
సేవ	1870
వృత్తి	1870
తిరుమల	1869
ప్రజలను	1868
గలవు	1866
కొరుకు	1865
ఉన్నప్పుడు	1863
పద్ధతిలో	1860
రక్షణ	1856
పలు	1855
ఎట్లా	1852
కట	1850
కాంతి	1847
సభ్యులు	1847
రకంగా	1846
ఒకరి	1844
నిర్ణయం	1842
బండి	1839
పరస్పర	1839
వాళ్ళని	1838
పట్టి	1838
విషయము	1838
ఎక్కడా	1837
పాప	1837
వేసింది	1836
స్థానిక	1832
అంతగా	1829
వున్నా	1828
భావాలు	1827
వస్తాయి	1826
పెట్టు	1824
వద్దకు	1824
పెళ్లి	1820
రకం	1819
ఇచ్చాడు	1819
అప్పు	1818
నాలో	1816
ఆరోగ్యం	1816
లేదో	1815
పోతుంది	1811
గురి	1810
విప్లవ	1809
కలు	1809
వచ్చాను	1808
కాళ్ళు	1806
మేరకు	1806
మై	1805
మున్నగు	1804
గ్రామీణ	1804
ఇన్ని	1803
పక్క	1803
భారతదేశంలో	1801
నాశనం	1799
వందల	1796
ఊపిరి	1795
లక్ష్యం	1791
ఒంటరిగా	1789
రాశారు	1785
చేయాలని	1784
సాయం	1783
పాత్రలు	1782
మాయ	1782
ఎట్టి	1781
జై	1781
లేడు	1772
ప్రాణాలు	1772
చిన్నగా	1770
వెళ్ళిపోయాడు	1769
మంచం	1768
కములు	1766
విజయ	1759
మనిషికి	1758
యింటికి	1757
లక్షణాలు	1755
ప్రత్యేకంగా	1753
గంటల	1753
ఇప్పటి	1751
మనిషిని	1749
ప్రస్తుత	1749
బలం	1747
జేసి	1746
బిడ్డ	1745
రెడ్డి	1745
పరిశోధన	1745
అనంతరం	1743
భయంతో	1741
యున్న	1741
వ్యాపార	1739
విధముగా	1739
స్థాయిలో	1738
ప్రతీ	1735
యిలా	1734
చూపు	1731
ఇచ్చారు	1730
వీనిని	1729
వాడిని	1728
వాదం	1728
పెట్టుకుని	1727
విన్న	1726
వ్యతిరేక	1726
వ్యాధి	1724
తము	1724
దళిత	1723
నిజాం	1723
కోపంగా	1721
చెయ్యడం	1718
ఎత్తు	1717
మరికొన్ని	1717
ఆయనను	1716
స్త్తీ	1715
అట్లే	1713
వచ్చినా	1702
అప్పుడప్పుడు	1702
ప్రవ	1702
ప్రాంతాలలో	1702
శరీర	1701
సార్లు	1700
తీసుకు	1699
తనే	1699
కట్టి	1698
వదలి	1698
జరిగి	1697
విధానాన్ని	1697
అంశం	1697
ఆర్	1697
వంక	1696
వర్గ	1696
వరుసగా	1694
సంపద	1693
రండి	1692
భాగ	1691
మో	1690
కాంగ్రెసు	1690
రక్తం	1689
ఇతరుల	1686
స్వయం	1683
చేశాను	1680
సంతోషం	1680
పెట్టింది	1680
తపస్సు	1680
మనస్సులో	1679
నిరంతరం	1679
వారే	1678
రైతు	1677
కేవలము	1677
వద్దు	1673
పరిస్థితులు	1673
కర్త	1673
వర్గం	1671
సంపూర్ణ	1670
విమర్శ	1667
చర్యలు	1667
మానవుని	1666
ఉపాధ్యాయుడు	1662
శారీరక	1661
ఆమెకి	1660
భాషను	1659
అంశాలు	1657
సంతోషంగా	1657
గోదావరి	1656
జయ	1654
వార	1653
వ్రాసి	1653
పెరిగి	1652
వచ్చినప్పుడు	1650
లెక్క	1650
మీదికి	1648
చివర	1648
ఆచార్య	1645
చూశాను	1643
మారింది	1642
వ్యక్తులు	1642
హైదరాబాదు	1641
యగు	1641
భాషలు	1640
ఇచ్చే	1639
వేద	1639
అర్జునుడు	1639
చలం	1638
చేతి	1638
హరి	1638
ఇక్కడి	1633
పెట్టారు	1632
ఉచిత	1632
యితర	1632
యము	1632
ఎందరో	1631
కవిత	1631
కంటె	1630
లగు	1630
ప్రణాళిక	1626
బాగానే	1625
దెబ్బ	1625
గ్రంథం	1625
చికిత్స	1625
ఉదాహరణ	1624
నెహ్రూ	1624
చక్రవర్తి	1623
అనఁగా	1623
ఆశ్చర్యం	1622
పనిని	1620
నలుగురు	1620
నాయనా	1619
మారి	1617
నవ్వి	1615
ఉండేవి	1614
బాల	1611
వని	1606
విధి	1604
సైతం	1603
జీతం	1600
వ్యక్తిగత	1599
మించిన	1597
యును	1597
గదిలోకి	1596
రోజున	1596
ఎప్పుడో	1595
వానిలో	1594
తనలో	1592
డాక్టరు	1589
అధికారి	1589
పారిశ్రామిక	1587
విడుదల	1586
తుంది	1585
సమాచారం	1583
చెప్పవచ్చు	1582
న్యాయ	1582
కాకపోతే	1581
రచనా	1580
గాను	1580
బల	1580
సంస్థలు	1580
నున్నది	1579
దగ్గిర	1578
విశ్రాంతి	1578
వయస్సు	1575
దేవా	1574
నుండు	1572
జరిగాయి	1570
నవలలు	1570
సుఖం	1567
చేస్తాను	1567
ఇక్కడే	1565
పెట్టుకొని	1563
పన్ను	1563
బహు	1562
ముఖ్యం	1562
ముస్లిం	1560
అడుగులు	1560
నీళ్లు	1560
మీరే	1559
చెప్పలేదు	1559
కారణము	1559
సంబంధము	1559
ఉండును	1556
పోనీ	1554
ఉండవచ్చు	1554
కొద్దిగా	1553
వీర	1552
విలువలు	1551
ఆహార	1550
ఒక్కసారిగా	1549
భగవంతుడు	1548
లక్షణం	1548
విశేషం	1547
వన	1547
పాఠశాల	1547
కథలో	1546
నాన్నా	1545
కావ్య	1545
ఏమో	1544
పక్కనే	1544
నాటకాలు	1542
గ్రంథ	1542
అనియు	1541
బంగారం	1540
గారికి	1539
నవ్వింది	1539
కాన	1539
ఆస్తి	1538
ప్రక్రియ	1538
స్థాయి	1536
కార్యక్రమం	1536
ఉద్యమ	1536
చేయండి	1536
జనవరి	1535
స్వంత	1534
ఆశ్చర్యంగా	1533
